ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.874477988881,0.0121551804643,0.10181237814,0.00465105833043,0.00690339418436 
2,0.920456414759,0.00910849537243,0.0627270451928,0.00253699426726,0.00517105040881 
3,0.925841411739,0.00915505473249,0.0572203763011,0.00253767116969,0.00524548605803 
4,0.846719975094,0.0138170231609,0.125381752899,0.00622732281712,0.0078539260295 
5,0.906529759629,0.010132997387,0.0744026532121,0.00317881533876,0.00575577443288 
6,0.915469184059,0.00949404121438,0.0668749768161,0.00276976839595,0.00539202951475 
7,0.927878594346,0.00877642543422,0.0560096016185,0.0023285494252,0.00500682917589 
8,0.931290352065,0.0087325821076,0.0526779422492,0.00229293913253,0.00500618444585 
9,0.92077208066,0.00910836996601,0.0624105097275,0.00253568611366,0.00517335353308 
10,0.922527946054,0.00905044550583,0.0607771119692,0.00249640084481,0.00514809562566 
11,0.919148977403,0.00925912734759,0.0637098354616,0.00261971311542,0.00526234667203 
12,0.878007188736,0.011957082741,0.0987579082459,0.00448549245799,0.00679232781941 
13,0.919532101792,0.00934095108115,0.0631429562563,0.00266385574456,0.00532013512618 
14,0.893777983102,0.0112905628279,0.0845057048572,0.00398124416795,0.00644450504511 
15,0.913678662632,0.00955691912709,0.068528917983,0.00281455174272,0.00542094851531 
16,0.91705601056,0.00942740676709,0.0654347924622,0.00272246751576,0.00535932269469 
17,0.910392606709,0.00975485683503,0.0713852387273,0.00293717986662,0.00553011786252 
18,0.913846460292,0.0095237323783,0.0684347205451,0.00279511082371,0.00539997596099 
19,0.931011363883,0.008723815342,0.0529783791167,0.00228857216628,0.00499786949227 
20,0.87674834848,0.0132773143746,0.0967839350701,0.00551526231008,0.00767513976494 
21,0.927097138453,0.00900057240177,0.0563078959296,0.00244238821717,0.00515200499851 
22,0.762900204888,0.0208324743122,0.188364367659,0.0157315619353,0.0121713912052 
23,0.911843051238,0.00972529564646,0.0699960753382,0.0029149923416,0.00552058543527 
24,0.877560761363,0.0133723404851,0.095712268492,0.00560977151104,0.00774485814869 
25,0.91799593522,0.00936396853808,0.0646322904325,0.00268400050373,0.00532380530585 
26,0.916628237525,0.0101730083492,0.0641851697952,0.00315363777778,0.00585994655255 
27,0.931326766779,0.00873381844462,0.052638511718,0.00229357008854,0.00500733296987 
28,0.829113385659,0.0155705537282,0.138272909221,0.00810982655234,0.0089333248396 
29,0.910825096676,0.00975655894842,0.0709474022338,0.00293665752271,0.00553428461959 
30,0.905875688752,0.0101690717516,0.0749765474483,0.00320332812564,0.00577536392216 
31,0.907893081041,0.0102065825053,0.0728903483678,0.00319391111168,0.00581607697455 
32,0.920783820215,0.00910837320703,0.062398718936,0.0025356429794,0.00517344466251 
33,0.916499943276,0.0101628043858,0.0643389361052,0.00314628161667,0.00585203461685 
34,0.92954679591,0.00880536686334,0.0542673897299,0.00234029069316,0.00504015680403 
35,0.894508492789,0.0116258501055,0.0830303729,0.00415676186269,0.00667852234245 
36,0.91693937948,0.00943296699824,0.0655351238344,0.00273059447397,0.005361935213 
37,0.916369769257,0.0101528539664,0.06449393386,0.00313915964956,0.00584428326714 
38,0.911420200824,0.0097600148171,0.0703421916405,0.00293680510902,0.00554078760894 
39,0.917443267706,0.00936115226705,0.0651935397204,0.00268422772298,0.00531781258323 
40,0.9006736175,0.0109237560713,0.0784521350664,0.00370500840878,0.00624548295322 
41,0.862374084144,0.0129583024527,0.111943498239,0.00535536980599,0.0073687453584 
42,0.863869211562,0.014358971573,0.106820296469,0.00662979061273,0.00832172978339 
43,0.930687593831,0.00866984083457,0.0534227788087,0.0022611655995,0.00495862092635 
44,0.862784644175,0.0144186034172,0.107749412508,0.00669215534888,0.0083551845503 
45,0.916499943276,0.0101628043858,0.0643389361052,0.00314628161667,0.00585203461685 
46,0.906939617902,0.0103582602438,0.0734931164521,0.00329829814851,0.00591070725318 
47,0.934159693072,0.00841258140743,0.0504886808988,0.00212454621422,0.00481449840755 
48,0.91675456054,0.00943168347292,0.0657236415162,0.00273040147239,0.00535971299819 
49,0.918491629846,0.00925769986475,0.0643727983482,0.00262140257065,0.00525646937008 
50,0.861552764676,0.012989923092,0.112650818391,0.00542282686623,0.0073836669746 
51,0.891005491649,0.0117223111397,0.0863012774676,0.0042523274557,0.00671859228837 
52,0.917001266126,0.00928930991139,0.0657982304767,0.00264457569708,0.00526661778906 
53,0.925947316923,0.00915898555771,0.0571047593116,0.00253993327747,0.00524900493035 
54,0.900327528903,0.0110795377136,0.0784930035885,0.00374865658098,0.00635127321397 
55,0.782696947164,0.0190809446669,0.174534592946,0.0126101774332,0.0110773377899 
56,0.933481006902,0.00840245670909,0.0511933965176,0.00212137903244,0.00480176083902 
57,0.915849843905,0.00949643032036,0.0664873352112,0.00276998313244,0.00539640743153 
58,0.782362580752,0.0199996718929,0.171783982721,0.0141537627996,0.0117000018346 
59,0.877161247024,0.0133239172062,0.0962441850932,0.00556124633113,0.00770940434532 
60,0.908966376154,0.00994925123532,0.0723727981281,0.00306184695985,0.00564972752267 
61,0.903189915042,0.0104962753433,0.0769291071339,0.00340839113031,0.00597631135014 
62,0.912404742759,0.00965554344815,0.0695892788893,0.00287246879677,0.00547796610706 
63,0.921237746483,0.0094574568713,0.0611752421958,0.00271720927302,0.0054123451771 
64,0.863859392492,0.0143576532671,0.106833897667,0.0066282806652,0.00832077590837 
65,0.863820041694,0.0143523904195,0.106888342593,0.00662225804224,0.00831696725107 
66,0.91852148475,0.00928934301772,0.0642729372842,0.00263833689274,0.00527789805507 
67,0.931319495436,0.00873356980258,0.0526463894203,0.00229344292395,0.00500710241671 
68,0.865385969559,0.0123182985585,0.110519109549,0.0048162292285,0.00696039310552 
69,0.916210470236,0.00946331628004,0.0661993271265,0.00274999868813,0.0053768876692 
70,0.877360484992,0.0133476324013,0.0959801786526,0.00558491814117,0.00772678581264 
71,0.855155486468,0.0136382325601,0.117465564779,0.00595763524633,0.00778308094665 
72,0.922666437564,0.00905103924798,0.0606367082971,0.00249624913156,0.00514956575899 
73,0.794621198145,0.0187719645028,0.163585006674,0.0120947084179,0.0109271222605 
74,0.910912474642,0.0098868541553,0.0705639303658,0.00301476451992,0.00562197631688 
75,0.885884306849,0.0125742373207,0.089388677383,0.00489163658102,0.00726114186643 
76,0.894508492789,0.0116258501055,0.0830303729,0.00415676186269,0.00667852234245 
77,0.931326766779,0.00873381844462,0.052638511718,0.00229357008854,0.00500733296987 
78,0.910784786037,0.0105185798964,0.0692644905712,0.00338412095303,0.00604802254269 
79,0.921218079283,0.00914919160617,0.0618726052623,0.00255599407117,0.00520412977771 
80,0.931268202355,0.0086332373273,0.0529108832299,0.00224941246595,0.00493826462165 
81,0.863869211562,0.014358971573,0.106820296469,0.00662979061273,0.00832172978339 
82,0.798105889562,0.0186165268398,0.160590420335,0.0118475841108,0.0108395791517 
83,0.916397588726,0.00946459270447,0.0660085238462,0.00275017886447,0.00537911585903 
84,0.864268743728,0.0139686188681,0.107485120763,0.00621708893924,0.00806042770173 
85,0.906286226768,0.0100875444398,0.0747515604627,0.00315089182741,0.00572377650181 
86,0.873484602615,0.013455856618,0.0995694849632,0.00571713367087,0.00777292213256 
87,0.877045812883,0.0120038706573,0.0996078774631,0.00452466298785,0.00681777600917 
88,0.9194459424,0.00933994824877,0.0632317976595,0.00266350398242,0.00531880770933 
89,0.877360484992,0.0133476324013,0.0959801786526,0.00558491814117,0.00772678581264 
90,0.931319495436,0.00873356980258,0.0526463894203,0.00229344292395,0.00500710241671 
91,0.872136192857,0.0133262555167,0.101272175531,0.00558846963343,0.007676906462 
92,0.85175410384,0.0148837284423,0.117573918486,0.00718654578439,0.00860170344733 
93,0.930945858907,0.00876028268569,0.0529638407911,0.00230804814999,0.00502196946657 
94,0.905653196328,0.0101664198216,0.0752061194158,0.0032021896285,0.00577207480637 
95,0.923115981716,0.00962453623751,0.058924228519,0.00279324273841,0.00554201078896 
96,0.907176680519,0.0100971520634,0.0738352849794,0.00315457809709,0.00573630434115 
97,0.914237839032,0.00962271982048,0.067830372368,0.00283941816923,0.00546965061057 
98,0.863859392492,0.0143576532671,0.106833897667,0.0066282806652,0.00832077590837 
99,0.894508492789,0.0116258501055,0.0830303729,0.00415676186269,0.00667852234245 
100,0.915913566429,0.00952535929114,0.0663659356939,0.00277843140748,0.00541670717815 
101,0.921358659053,0.00946142328532,0.0610444065641,0.00271954274182,0.00541596835596 
102,0.927223467751,0.00900406927162,0.056172900442,0.00244415413383,0.0051554084011 
103,0.909196953524,0.00991085066149,0.0722288886156,0.00303760630538,0.00562570089301 
104,0.91693937948,0.00943296699824,0.0655351238344,0.00273059447397,0.005361935213 
105,0.931234234487,0.00873071967325,0.0527386067135,0.0022919952152,0.00500444391065 
106,0.90609609554,0.0101719022534,0.0747486142987,0.0032046256948,0.00577876221277 
107,0.908982281432,0.00990908570517,0.0724484787213,0.00303712333273,0.0056230308093 
108,0.876737489849,0.0119964345894,0.0999351110503,0.00451996171259,0.00681100279875 
109,0.932986357346,0.00856246091191,0.0513412858286,0.00220435321649,0.00490554269699 
110,0.930626271352,0.00875028996278,0.0533079006264,0.00230305009811,0.00501248796057 
111,0.922023256108,0.00904909969002,0.0612868238632,0.00249751679701,0.00514330354196 
112,0.91693937948,0.00943296699824,0.0655351238344,0.00273059447397,0.005361935213 
113,0.909128360295,0.00983384125332,0.0724725340622,0.00299142729374,0.00557383709612 
114,0.906310008966,0.0101303514873,0.074629465016,0.00317767406732,0.00575250046372 
115,0.885768737495,0.0125628593614,0.089534333733,0.00488141244058,0.00725265696985 
116,0.909355595272,0.00999482513354,0.0718811449325,0.00308529456836,0.00568314009336 
117,0.915770415115,0.00956143980956,0.0664287289055,0.00279959087058,0.00543982529916 
118,0.869208486267,0.0122907134936,0.106733838708,0.00480491139645,0.00696205013467 
119,0.916834521619,0.00924498686164,0.0660545915739,0.00263067470471,0.00523522524058 
120,0.915970214663,0.0101982979022,0.0647900621445,0.00316958493318,0.00587184035723 
121,0.931326766779,0.00873381844462,0.052638511718,0.00229357008854,0.00500733296987 
122,0.925947316923,0.00915898555771,0.0571047593116,0.00253993327747,0.00524900493035 
123,0.925510348949,0.00918828507037,0.0574791617679,0.00255700832315,0.00526519588991 
124,0.782362580752,0.0199996718929,0.171783982721,0.0141537627996,0.0117000018346 
125,0.830072920565,0.0153055216349,0.138045872242,0.00781523411851,0.00876045143969 
126,0.916112372919,0.0094295809986,0.0663704643579,0.00273418080508,0.00535340091939 
127,0.915961895616,0.0101240911489,0.064973482219,0.00311887829473,0.00582165272184 
128,0.934446504761,0.00841858393364,0.0501868954863,0.00212694792658,0.00482106789211 
129,0.925947316923,0.00915898555771,0.0571047593116,0.00253993327747,0.00524900493035 
130,0.925510348949,0.00918828507037,0.0574791617679,0.00255700832315,0.00526519588991 
131,0.907176680519,0.0100971520634,0.0738352849794,0.00315457809709,0.00573630434115 
132,0.925947316923,0.00915898555771,0.0571047593116,0.00253993327747,0.00524900493035 
133,0.916735110341,0.0101818246844,0.0640562756244,0.00316003504493,0.00586675430568 
134,0.917282027102,0.00939410504899,0.0652821118835,0.00270306588542,0.0053386900797 
135,0.930423321061,0.00870898750476,0.0536030733465,0.00228176620177,0.00498285188622 
136,0.920894593172,0.00913797096371,0.0622246530758,0.00254848048772,0.00519430230116 
137,0.929072879555,0.00879420495024,0.0547692500161,0.00233499848573,0.0050286669928 
138,0.762923285358,0.0208370989805,0.188324529007,0.0157404410663,0.0121746455879 
139,0.923300778671,0.0088809951753,0.0603694607963,0.00240858520697,0.00504018015078 
140,0.91566039877,0.00949516071341,0.0666804516219,0.00276981586139,0.00539417303373 
141,0.918448647633,0.00940244585903,0.0640943089473,0.00270140332831,0.00535319423278 
142,0.901029193705,0.0110380735278,0.0778858346244,0.0037185730888,0.00632832505394 
143,0.918572266298,0.00933216754039,0.0641269042313,0.002661668689,0.00530699324166 
144,0.912654624742,0.00964966413168,0.0693592064535,0.00286023501979,0.00547626965265 
145,0.923476299581,0.00899273348791,0.0599514285901,0.00246283689965,0.00511670144156 
146,0.922817871506,0.00899109217628,0.0606161755735,0.00246437128627,0.00511048945828 
147,0.925186542193,0.00913413211039,0.0579271611158,0.00252611637078,0.00522604821024 
148,0.909952254838,0.00975376692128,0.071829447879,0.00293820996415,0.00552632039746 
149,0.877360484992,0.0133476324013,0.0959801786526,0.00558491814117,0.00772678581264 
150,0.874209666037,0.012893440961,0.100256702178,0.00524367475645,0.00739651606772 
151,0.926958579031,0.00920592882263,0.056000227213,0.00254470369472,0.00529056123899 
152,0.872084951821,0.0134688146026,0.100946851635,0.00572672773017,0.00777265421155 
153,0.914168108011,0.00966019814265,0.0678160142898,0.00286144281033,0.00549423674619 
154,0.857739965629,0.013013166117,0.116423974603,0.00544408616367,0.00737880748715 
155,0.909511762705,0.0103257560594,0.0709855093857,0.00326924811278,0.0059077237369 
156,0.921253412821,0.00907894252687,0.061991989872,0.00251837758219,0.00515727719828 
157,0.910392606709,0.00975485683503,0.0713852387273,0.00293717986662,0.00553011786252 
158,0.877547804436,0.0133707146147,0.0957296807338,0.0056081301667,0.00774367004916 
159,0.931011363883,0.008723815342,0.0529783791167,0.00228857216628,0.00499786949227 
160,0.912104071982,0.00981855695376,0.0695223383143,0.00297022331005,0.00558480943983 
161,0.922426657146,0.00899188813361,0.0610050743847,0.00246852531695,0.00510785501874 
162,0.918614783079,0.00927369728401,0.0642048672489,0.00263912681725,0.00526752557065 
163,0.725129438119,0.021275236487,0.224087831292,0.0172058521457,0.0123016419562 
164,0.931326766779,0.00873381844462,0.052638511718,0.00229357008854,0.00500733296987 
165,0.916095141766,0.00939652693445,0.0664614476949,0.00271571323755,0.00533117036668 
166,0.934462835029,0.00841896050983,0.0501696322774,0.0021271063038,0.00482146587992 
167,0.919133875535,0.00924326668222,0.0637511392857,0.00262069764056,0.00525102085683 
168,0.922362518935,0.00904986618905,0.0609445139516,0.00249667160109,0.00514642932323 
169,0.914808291358,0.00961126572825,0.067272035775,0.00284296359984,0.00546544353866 
170,0.911278894206,0.00989213790239,0.0701835509052,0.00301730027963,0.00562811670641 
171,0.861880227667,0.0139086737914,0.110053285186,0.00615228238369,0.00800553097162 
172,0.919889020218,0.00919771595691,0.0631025293521,0.00258398796663,0.00522674650613 
173,0.918927604259,0.00933483065942,0.0637640599141,0.00266205253959,0.00531145262815 
174,0.9187527427,0.00933343851126,0.0639428121533,0.00266180479244,0.00530920184314 
175,0.907816531249,0.0100615351675,0.0732743669776,0.00313061320778,0.00571695339786 
176,0.882514715798,0.0121910742013,0.093682561587,0.00463395917353,0.00697768924042 
177,0.911119430281,0.00965303839714,0.0708843506734,0.00287595148748,0.00546722916131 
178,0.925246901417,0.00908292228609,0.057980575071,0.00249760479723,0.00519199642905 
179,0.914062835168,0.00985871157913,0.0674856310287,0.00296532143005,0.00562750079383 
180,0.855011807279,0.0136313632171,0.117627752912,0.00595136841054,0.00777770818168 
181,0.863869211562,0.014358971573,0.106820296469,0.00662979061273,0.00832172978339 
182,0.894508492789,0.0116258501055,0.0830303729,0.00415676186269,0.00667852234245 
183,0.913019377574,0.00965882585731,0.0689648593327,0.00287239495392,0.00548454228191 
184,0.87022894836,0.0124472957853,0.105343115263,0.00490786312026,0.00707277747127 
185,0.92219554437,0.00904941985538,0.0611131525325,0.00249704012328,0.00514484311917 
186,0.923513730922,0.00890689739695,0.060099499541,0.00242066614727,0.00505920599236 
187,0.876925727144,0.0130921959532,0.0970856691844,0.00534535964037,0.0075510480779 
188,0.914429668632,0.00962436357973,0.0676340189088,0.00283980188742,0.00547214699171 
189,0.92550551352,0.00882301462587,0.0582826612608,0.00237036157443,0.00501844901886 
190,0.918147588796,0.00936499274517,0.0644776735242,0.00268412165805,0.00532562327645 
191,0.917703321559,0.00939560603979,0.064858387788,0.0026996631116,0.00534302150206 
192,0.923151981587,0.00899165312941,0.0602795041195,0.00246340756558,0.00511345359849 
193,0.871062218866,0.012554681594,0.104247839838,0.00498568898787,0.00714957071368 
194,0.893227315037,0.0113424597877,0.0849333366648,0.00402131655886,0.0064755719519 
195,0.920212239181,0.00919877248266,0.0627756776816,0.00258340924147,0.00522990141353 
196,0.925905639517,0.00915741894505,0.0571503061014,0.00253902881141,0.00524760662502 
197,0.920634596616,0.00910837472355,0.0625484916898,0.0025362210846,0.00517231588633 
198,0.916397588726,0.00946459270447,0.0660085238462,0.00275017886447,0.00537911585903 
199,0.920091205433,0.0091091282385,0.0630920947635,0.00253884750727,0.00516872405748 
200,0.908659092073,0.0100289528792,0.0725026742175,0.00310822119048,0.00570105963988 
201,0.782355818382,0.0199982268559,0.171795818063,0.0141511540783,0.0116989826208 
202,0.926571593715,0.0089880278199,0.0568647394555,0.0024364160338,0.00513922297564 
